Address,Balance,PendingBalanceUpdate
"0x5350a6daf7774fe99dabcc1f7b1564bc8fee8b8a","1,044.631241339316144058","No"
"0x86ba22e3e4a2ec1ae984e9a53e64001c7631c660","1,044.456512091299994257","No"
"0xde5f01e1a1674b27d97b838f499038e7db88989f","1,003.962246528603365857","No"
"0xd879da07dd5437357552dc62f8d799cbdb917c3a","999.287863696566264454","No"
"0x91baec4d1bc7d17d6de74499075a8a64604a52fd","963.427596470231420379","No"
"0x8c4d6c9e82b6f611f511182061a9a0f29b68a9ba","958.973683513591090071","No"
"0xc1584aa3e1ce681794ba01dbb4594a0e9b6ea86f","958.410021544305603854","No"
"0xba2aa9a2196eac69eaaf20af730cd6f068bc62d8","956.975090641695540446","No"
"0xed0d34f147e320d3f403483090001eaf529b2688","940.047079464791931973","No"
"0x6fbe3ee1f62cd0d7e6942dffe4ccf8c8c3993520","935.375995653283346139","No"
"0x5772426340fa7d732a95e80bac6c08e82c8c9c24","929.994617890101909614","No"
"0x549e1eb7b4de1f310583319f3ade374a3b5a9ff6","918.791535500490313238","No"
"0x0afb9890fe17a996de5d68144533d2a2f36801ad","912.0686305808247611","No"
"0x2ee4c45af89774c76a8a73178c281089a8771a00","857.32725675429738824","No"
"0xca3a2224b60140f86ab1e58ced0f894342fc6ee2","853.547908672396084602","No"
"0x6aff9144924d9ee030b499c05cf1be0588206298","849.737591850751586551","No"
"0x9fa46fdea9326b0c5f5846f893254089155e478b","839.364642512138917965","No"
"0xd9a3b00ea9aa1d7395e6070f945faabc0e6feea3","836.406357555702628672","No"
"0x852b87a971d8e935cd858e3b09e081b1e3b5145d","833.544713536090595962","No"
"0xfdaa3c0d61dd8160767fa110fdbbf54978e20b36","817.550604929563889202","No"
"0xa540070cbda2f5cbe208375ed6d69df5df4fe0c8","813.01567290061081149","No"
"0xd1680ba9b241379e26236444ca381d41192ec1d8","811.840304841936845707","No"
"0x78fd5119e99530b6bd271a06d9181a1c02a9e078","799.78981272705140414","No"
"0xa6656aa654eb4c25a2ff2f050d284a88bd30874e","796.087216195067798822","No"
"0x7a09835105d5565e59cea7eb8ebf604847bd2461","796.000026778901221796","No"
"0xea7bb208383e2ba7869ecaa0bf358d378d652346","782.10742677639264722","No"
"0xf992ab5778514d37e23118594314f2ee23b239d6","742.546250254735143831","No"
"0xb49b28de3d18f14a90df4c882b7950b53474e890","736.499012604805230962","No"
"0x7c1958ba95ab3170f6069dadf4de304b0c00000c","733.882395914597395116","No"
"0xdf7319bae4762be5298c050a053c67894992538a","709.7849847090907342","No"
"0xa3f30c15ebe29c9fed1c6dadce123b945c521568","707.596916653446682762","No"
"0xc30992a53b3e91385ace2575963aa392edb3b931","699.160385025562033651","No"
"0x47efa06855b712ea57254b6aa256e8d58e4e87ab","690.313221716414662204","No"
"0x5fa6a389d8a8b626e2bf282563612cc824edf206","688.783354417084109679","No"
"0xfd9d919c7057d66ec6a3329c8d061e6340baa3d5","672.995052904334719901","No"
"0x143e6c649f6ccd8e560f0561ff5e94764b01b31b","671.065517483896853582","No"
"0x1a49fce89d020dc189979c0d5a52b59a35742fcf","670.692145972645902001","No"
"0x7f382ea713fb0a21e6e97e0d2b628dfbb72ebccf","650.167455570315815352","No"
"0xfe46493adc73cc6fa92617b64067841c3f0018ca","637.90366462857539341","No"
"0x91215d71a00b0907ca67b25401172ab18d4b18f9","636.45067129640961816","No"
"0x8644a3e2bdadf63da0a659a442a9b290928abbe0","634.123359477369260485","No"
"0x2888eecd915fbb6be65dac1d51cd48a340e3ab1f","611.279749843933947134","No"
"0x964fd5383dfdbfbd54224de9f773e5ac7bdb0086","601.43494169664516838","No"
"0x9980fedf494f722887dd5d7eaee55efe354789c6","600.948516370654711939","No"
"0x1b13cc4c11666a83518df8df5af2976e8be4d7fa","596.148364788940542272","No"
"0x5a8e4ec3c2fe1f3369d0704acbad5cb34d00caa1","574.298151591493419635","No"
"0x36abd0a112b5215c062a7a7125ba8cc23986bbe0","567.710293106512511108","No"
"0xa181a3c3460ad5a2650f380352e3e68111e3d60e","566.645377576444755942","No"
"0xd9318e05ff1d1d03f1fe07888d6d315a313a772f","561.603325174572276296","No"
"0xc48a8ac51df7b71e500a5580b89e47ab26ca1472","550.286444236642433583","No"
"0x78f2922c22e87e8cb45c4d75cc06bbdd10a641fb","549.016097503306293157","No"
"0xd24425e7d3c239d7fba892e19899bcdc4322eedd","545.952272166786710196","No"
"0x8fc20f8f95d3946ffb0ecc38e1b9c4769379fc6a","528.521455591245629153","No"
"0x4ae0ee729f0bee75953d34450a1fdf9b5581a8e9","509.855030641406886844","No"
"0xa6d8f1d6f9cc436cc7a2c3dce881662443cc2a12","502.86962659751707891","No"
"0xce69df4c64cc4ee03d6e1be3029f9c42d629e136","501.480124395999944958","No"
"0x65c716b24aece6a0fd4cb8cd2aa0e1355e8e2fdb","488.244481618555372446","No"
"0x8ed4d3c67ee1a73f5df8ca3e10698f1cd4c5b14c","477.091425606305929551","No"
"0xdbab295434fe0bc045fdd0dd692ab9c3723d4df4","477.064941897736707779","No"
"0x2e84c99bd7a39139b1c35fdef27895ef76e39d4a","475.677888546046003602","No"
"0x12fd243d2acd58aff01b1f5d8d5847b9abfb0a18","471.467224591450388022","No"
"0x6e22c8cb1ed48f8f1f7469b5f7110d4bbd8b7c44","464.613504543859772009","No"
"0x9cc970649d772dd9710e52c9e928980d5959be91","460.56785857290395865","No"
"0x9af319e1d49e15e91509aba9f861688482b9628a","451.562123993713560957","No"
"0xd5cacff845a506bd7682d28e9b93cb9569fc9de9","450.378165550470108399","No"
"0x2079e0bd4746e8f681cb461f85158d3292d5c9fc","448.008729269089279637","No"
"0x1522c627472ce025df05d9630fa51779683ba698","447.837260954691573682","No"
"0x4ac62bea0cb35ebfddd9e0f84e9496fbb0e5fc68","445.656240087907553778","No"
"0x917a453b20dda213e3ab9c04bce0c4a4ae197411","442.778269804021543161","No"
"0x78a9d9edd3d3f0873b6ccd4a281edb99af894344","440.469291462246247711","No"
"0x499df966a308e5b4584415f2a0544bdb0cece864","433.852464233117575827","No"
"0x407a0ccc61f01c481cc7063b5d7191f72440f211","430.115052405248265336","No"
"0x02b545bbf004008486d958c6c5dea4c2ca581dae","424.672416754183402555","No"
"0x90ac4d3e3e21db847bf908892936cfc911e1de61","422.237833103031589441","No"
"0x7c847c5f1ed4fda58871429a075afdd833628299","421.330002916666054242","No"
"0xe8be5f77ab668943f0e01cc7870993088f0b9ec4","411.609520609973145434","No"
"0xc7a5ce1bd9ad8e098778b20ae02bbe22401c18e4","410.209745207500543881","No"
"0x0d9fb0296716ff4d55c5601ecc903b9b5e6722ef","407.440036350120460416","No"
"0x7ebf4df815af12bb073484e7b03c686212505ff9","406.511899167541634224","No"
"0x119b0f48b2ebc4295aa5c727bcba68c0d5a45fe1","402.167031003072449307","No"
"0xe3a586c6face4a83a7b9d8ea33a5122681691bb9","393.612822175315016957","No"
"0x5b63f3104888e27e3c024c1bb132a768fbdcade8","393.560445180198746948","No"
"0x4872335a0087853fb2306abc865da2c078fa0149","389.971559917800562984","No"
"0xbe99d033e30dfc3c13f1a704507fdba4d6d7524a","385.046261224218664398","No"
"0x7ca4926b101a71eb6eae564534d9eda2278b4bd9","382.677087575856877801","No"
"0x33e8abe9dfe916e9376bca37fe19897c243a3f7c","377.120971663769100331","No"
"0x9140e0c1d4e97b0744c3012bd147d9b9f83a7839","377.021323254534201774","No"
"0xfae8a9efe5f92d2922ae4d73b51d053efad34a0a","375.400971038412885764","No"
"0x8017ef8c79d5fe01d20c2598e9b827a473743766","366.996742858632868129","No"
"0x48de702419454df3ce70a53829be6e9b30fc42dd","365.650469181646154769","No"
"0x8a7b828026dce1e8e8b352d1e9304b09bdf8b0f5","358.749385517915059729","No"
"0x2701163130800bb8e51f61a4beb8ad4d791054ec","357.213196980501027283","No"
"0x774bb563183bbf075806fa5d8c554bb6ef4dd708","355.369129791241692684","No"
"0x8503a12879b7c551facee7bdba8ed9cdac17465b","354.002394049324166892","No"
"0x191d1fd518c527297cffba65fda35ca8fb0fb559","352.610013306678273148","No"
"0xf254bcc06d988e7160d990897054577dc2f60a78","344.112637960765202618","No"
"0x2dd534dd4949ccdbb301d29b15d8b86111ee4ae1","343.826943199145392088","No"
"0xfebc9ba56cda711910ffd7017373ee4499c0fa9a","339.038342833522633527","No"
"0xc3562524b715c3c830b1d484e7e6b2ecb311d267","338.030491265261780121","No"
"0x5d73ea639b3ed8ccf181b8e8757ed106161aaa92","335.000507564292637574","No"
"0x1eb9a70c08e6628a69cf4699358fcd96a63ce466","327.311144757895494433","No"
"0x701600b77a3c9ef918b94af3a55fe05ee08301b2","321.500021372457310441","No"
"0x8a67815e2db125fc18ba2a322ce8df540282103f","319.398591121128345284","No"
"0x76f9b2fef38be700e9c061792e8336deda1f85fa","318.809808723101143075","No"
"0xfcd51ce91d05ffef2a678b6b15579cef0c28680a","318.357944807006958814","No"
"0xbff09ece91a100124d5edd4e20020aca3fbeff71","304.148530472515266472","No"
"0x3a4b00f8b02ded0208708ef11daa963f0a618e67","300.053631962929206678","No"
"0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39","298.324804115341692391","No"
"0x6193b4a5c380e86cc153624d9720861799f3fc83","297.066604552223475739","No"
"0xc2c194c3ddc28a926659aa2f39ef6557f95b9479","294.358188689614013223","No"
"0xa0db9cb43aaa37dfddc3b6b06c1dd54a097ba8af","291.154739581693709224","No"
"0x16d58a1cfc2b7bb442b5e02ba2222bf1abc891c3","290.095488039833074746","No"
"0xde731672533d772c4a21bfa0353299c320151de8","284.791113887856749647","No"
"0xb180e3fde77c0d4499a934014f437e8d442fd8a8","284.516505252203773047","No"
"0x5aede5804d4f2bd4a14f61fea1f9c6ee72ba1725","284.034801194330597547","No"
"0x6cdd7327a426aeb2e1259d2432efa5c1dec2dc4c","283.322093778145709985","No"
"0x49e58d537c41d7a4d90cd5561463073b23c61912","281.032575389012869434","No"
"0xa87a117d213c0c9ffccd81749c2d196ee2d2c08d","280.160983799475219268","No"
"0x896a2929e6685f26baae36e5dc848235daabad0c","275.181443904398943844","No"
"0xd8eaa935e527c87f19a44ded9bcbea7f4285a56c","275.034081534502169842","No"
"0x181001add634b3bce130984e0984be39c56caeb6","260.58537726375399242","No"
"0x3f490dbdd61eb75499fd61f781aa86703133efd4","260.327089527511730519","No"
"0x4930d3d0a85848f25b6f89e99708909a82f853e8","253.392390495215528422","No"
"0x20b9ba3055ca26c3883bc551fd07af19a8097dc6","252.255083504243179618","No"
"0x9964cb33ddf2ce2e5928f2e363cfe23243ae6dcb","251.682105257084175058","No"
"0x042cb0db6a74ef429cf74c31f291a2d3c45c4358","249.000476559396986118","No"
"0x27c45346790ccaabe977c577917e7246825c8760","247.666904632363591699","No"
"0x17135e5881aa808c0cba2830bf8a95332ed439e1","247.305310349606269524","No"
"0x6df1227ea34c6f4fab8a1c3573fac6d8cb4f3446","245.003960139024436158","No"
"0x0b3462be80ba613435b4458e0da34f7a53ebf4b2","241.879991363430091587","No"
"0x42b2500f0a0086d22742f709889c4d5ea89246c7","241.473612228777486831","No"
"0x06e53fab937559e6ff4973c83334f53224139f70","239.579366167183391654","No"
"0x8cbe98172c4b256535f44d8ba52b47e47a8bb31c","239.28462756563872228","No"
"0x51b6ed01f7fff85652bfacb00a87d8a37d37b413","238.112806302793728278","No"
"0x4accdd671ac68fa87bfea8c59925b58c01a4e5df","235.33974692922405653","No"
"0x74f1e4cd1fed47dc904f016c1e0fae33757cbada","234.514210471173318291","No"
"0xe56278f98c40fd8d2e0734c8a58feb7cf2bb76aa","230.092476584158589167","No"
"0xc7b3601cd694cd40333b791dad0a4f10c4cf0bf5","229.2298864730414644","No"
"0x2ff5eb59260e44687dbc2892ea941fea4a339789","229.207799104821798738","No"
"0x9041a70298504328db50522b9cb675b39fe825da","228.039094027407351344","No"
"0x42cbd461badfa828d64bb2684f49289a62248d4a","226.017505261645418225","No"
"0xfa4905ecf2f71943fdb8365574cddabb784d8b80","225.928014610654929754","No"
"0xfcf7274a20026a2d9ca6ca10ae9edc26a49223cb","225.058242726007703233","No"
"0x6d057d02ccfdc8257fe6031e30f50f07f81b4485","224.000016421018887372","No"
"0x03d1d91db6050bc2e57d92fe8955c25724329b94","223.872990023731945835","No"
"0xc992c764a5dd14dd5bd6f662a14377e1cf7e31df","222.521139952167155145","No"
"0x34d8031a2973f90b406bb14da9284856fd2b67a6","222.507612923942362322","No"
"0x3310fd13c6c55f054cc128439e1e51cd0cb16fed","221.768547434900270452","No"
"0x85d501e2772836db291d9c3c17b6cda55cca2ed3","220.622609159433899363","No"
"0x72906f53c7922af2d5597d15d8285e6eb7e12696","219.710021052916600871","No"
"0xcb3a9f0a2fd6c642f079f4b0bc6e417b9bd3640f","219.083008343187286132","No"
"0x136e42e9b45e4206cc22026e680bbb40c8cf27de","218.27372194820082364","No"
"0xdeba171cf48c670b75e9e86eeb2515f70332fc4a","217.799136840137949197","No"
"0x44a47c262dd2c38c065606797e7a6657a5fde6e1","217.050525710363436352","No"
"0xc347b0e814a2d115574f3e3fa5f6a3065f9c1073","216.838430896239110624","No"
"0x973b75ff20f32a5c08cbeed30a52474fad4007fc","216.084415807093579203","No"
"0xced1f5122f0a31405fc15e752134b0e0db403671","214.762929427147506649","No"
"0x6fd6c95858935c38f9e6de5e07a7d52f7894bc6d","213.01314210844077876","No"
"0x1b9f0bf740bef4d521800f49ae99f472e7d23115","212.923347163548256303","No"
"0xcdb0bc473cabd973acc76c05d3c324b2427c8430","211.111025499529256421","No"
"0x8d05ad3bad0d8319396c6c6687fcfbf0079a9c14","211.082117882372432943","No"
"0x3c4e3fdb4a8820561a450430f590ea30e1a04954","210.987671785312328574","No"
"0x3627a342de7e507cde9954510942d142ecb80918","210.955009606844399712","No"
"0xbb2844146f40689b1fe38460935e31830204c104","210.890239263721421494","No"
"0x9fd21aaa5966c47369035fd62462f76a25e1b0b9","210.453172519461974278","No"
"0xc98ad6cd999ce3cb0b3bee9f28455357527c61ce","210.433736727168771646","No"
"0x547d0656431a502f46177ee926d9de60a90d0d09","210.08176548162906265","No"
"0x466b3b57c5b908030bd771b27375a3e7e91baf68","209.235728920340557531","No"
"0xd2ef23ea827e80d88073496c568543570caefccf","209.149156421507173545","No"
"0x03fedf0f1db71e8220da5babf2fbbd413aacd0e9","208.83380020444765387","No"
"0xb2f1c2baa589ba490662be4c103241fd848c7e96","208.105712222412261474","No"
"0xb37b75b5e2376a611248a77148bffc765a27aabb","207.331842870672357415","No"
"0x97c21cd8958323d0aea6a7b3cbb92c98453e41c3","207.236390198401690387","No"
"0x34e5299b8eea152f938aa5b35fbc49f1eae2c07c","206.00064380382097831","No"
"0xd2db6b1914274377fb40171e47cce9c17219873d","205.745763088258707053","No"
"0xe66119846a1ebe948ea147656b08742479cef006","203.109606794619975777","No"
"0x72b9548ef1760912c9f75780f4ac93445a539864","201.895701411803093206","No"
"0x2c93b00ff220c5b0fcaef85d6ff01d1f1fd990df","200.078975395089571075","No"
"0x994951b87603e02754e876dbd76b7622994d0f3d","196.178665219221898205","No"
"0x3b589c31c987f7a59ff2fba4734961a629b807a6","195.747968887157487788","No"
"0x439e357e11c93a77ce44717c1cbeba1727d0583d","193.708750283689812956","No"
"0xcb59a0c734b17a1672cb2d35a4cb4060602ae5e9","192.610836557276588954","No"
"0xef309d81bb9c086d799d0215cd28d296fd6e3bd2","192.173063353479310066","No"
"0x0cea11617f02315ce5c2792f9275cc5ee1d89856","190.405463868422713196","No"
"0x35f2281416437a6e3f84a459673f7a755bcc9310","190.390718062343834552","No"
"0x8441d5e080ef1971096612752c3113965ec8c451","190.370978930120491804","No"
"0x210842d0d4b562cbbb3a9d4079d2ed45f3b1bc94","190.299905675718580676","No"
"0xf9d25e722fdb325112f9351d619ad60583e2ddcb","189.482987200998423901","No"
"0x0db2e1030b1d47e20addf3bb9190805e31bc7cf6","189.475925310820158452","No"
"0x601e31c5fb32a30b500ac0d62dc2ae6fc7963c2b","189.233032280084797713","No"
"0x99482b5b4c9324fd8f4986e9b75d996ce98ef335","186.329441694797705427","No"
"0x662a7b7a1fd5b99e018df447b7152e8a491fd893","185.00377099827306237","No"
"0x4d110d61adde3364da85b8913b621b8b29554915","184.282676064658390082","No"
"0xe36ea7cbbef4b13f1c1d0c5e1cb45a27ef879e0d","184.193984990714191396","No"
"0x1f88eaca5087d590b6bb6fb662a4b369ebfd46d5","184.191135688541491262","No"
"0x7122baa6a679949630c35199925e63480bf775c0","182.81794389508877405","No"
"0x55dd5bc579fc717b63e06d14b9f50a86f810fbca","180.493184040359719234","No"
"0x528c69160a9d8cfeaf0f4aaf65b84dc30220ee4f","179.895006854403063665","No"
"0x85f15cdd251d20e6025a5e6e4a74fdcbd47b6f18","179.070447949807210128","No"
"0xeed8fc83afa64db42db1c11cc3788335aefca1ed","178.639351292517109203","No"
"0xc3789dcd0a8c093dde7776c2d13ada0d9819c519","178.222254074557192592","No"
"0xf4e4e59617926effed9b8c728fcc66fa248ada08","177.338219130441223171","No"
"0x5a32d3b63520772a3f26cb5faf46185fd37bcf98","176.009715241238582618","No"
"0xb2095f49c36168434e3d07f8935b611d1fc94ddb","175.698697283563966863","No"
"0x4df2be1c2f3865a42e5aa54c99f0406828b18f75","173.108809287518169056","No"
"0x1e52351ea2317569ea3ec3cc08a6f22bdafa6dd2","171.749803887554308865","No"
"0x83393072fe3dd86c3a42166e2fc19d2119e5ff9b","170.118766845285341993","No"
"0xc80b83d9bb538d01d52b9ce10396c76e5a30f736","170.013597123093530582","No"
"0x1c65983c30a6a47886dbd6af6c69dfb6ce6589dd","169.54009018993994832","No"
"0xdb11249d40e05c050348eca59cf90fdd6b161acb","169.020971443160235092","No"
"0xba1dcec6d2693261bd9005a335de5b172ba528c9","168.869694167787066517","No"
"0x90d431f12ed091f0d9bdd75f1e1828d65dde06fb","168.580537451694414194","No"
"0x38a8b08b11cef1c9d7b75348d4fc88fb04a1b81f","168.182671540094069778","No"
"0xc2978441f46a76c60e0cd59e986498b75a40572d","165.375003671579416985","No"
"0x23218d27ba3455012be35a4911bdf5f164aafa97","165.276893643838637001","No"
"0x3156132953f788f66b720f07a9e7870cbfcf7fbb","165.022008442181480078","No"
"0xbdabb42e7fec43484433d6a447c2bd40ea4239fe","164.09514251412117436","No"
"0xc3b3f0c35ffe4c8b430b55c998185b364d7cdd52","163.720531798586642025","No"
"0xa4b2f8d5876ecbf976d7e983c9c9b418b21e11ae","162.753219705025172702","No"
"0x74cd0e1a5eaa975b2426d1fa2cb1d88da3dbefaa","161.602505170131050466","No"
"0xa6d83e0355e688fb140fd4119e5f3053b2d23208","161.600193046862580625","No"
"0x09f033c8bbf7f708769839cfff04839362566a7e","160.926414143157345123","No"
"0x589acb6e5e583bff8e2fe9239f349144d3f4fbc5","160.255052314113955674","No"
"0x1258a36a47e01cca01547a29e0f2d8c29abc48bc","159.50606212100938994","No"
"0x74730ee9116305f1e4b2e444cad2e8528e05713b","157.117023493077448794","No"
"0x9d275d0a1f611d272d067fa802b03576c038eb52","156.022245663560792291","No"
"0x2a9bba361676f52b3c93cfa8c324841a99acd76b","154.847865449988662267","No"
"0x4cee433ee5e4a79cee02684a633a772601440d33","154.245004829066602475","No"
"0xd8c81c37c6bc638ffeb21c87946325021d42cc3c","153.644824190349206923","No"
"0x6f4e3617db82be3aa2f470de50051f7b3f95be9b","153.544575563538810856","No"
"0x24454f004050b529a619fad89e7512bab1460c4f","151.96186510292781366","No"
"0x1f2c12e691ded35b5f663b8f14e73922a00ded94","151.183719851218655682","No"
"0xe86d78381c4cd7b4a67278e1194ca7babc363af9","150.498721375975287531","No"
"0x2a845b32212a4bec7ed81b2a53b14b2b2be09cee","150.030514477115704554","No"
"0x0b82d866819a8b214234937401a9a5be31a84538","148.516956257049472994","No"
"0xfcf4e8263d2ebf7a903da9cf21397bc0152b2f5f","148.303879522544155604","No"
"0x6e6e353d6d7871938a81f69889c3e11fdfb9fbaa","147.807461232714791759","No"
"0xbb9cf83f52d03b522f5b6014f3308d24dec2e231","147.011130949798008339","No"
"0x912465725ec780b378f21644f1f90c8d4b06d47e","146.813002637662997579","No"
"0xe6b13077266e5cc642282de25f98c9fb007320c8","146.801320092711382176","No"
"0x9c5fc3117c013a9ee29b64a27bc753ea1eb8efcd","145.880613888546729029","No"
"0x84136f473d5b9554380fddc302c9808a374e5378","145.343382440243704386","No"
"0xa8c3c1e0cef6939b0d5145b4b6826e42852b9e8f","144.780562735099636192","No"
"0x789d3507f89106d31bd9c5957ab12c79d043d666","144.398080572715961022","No"
"0xcdc81535201bc800338fc5ad625c73350f451314","144.305003446571771546","No"
"0x774ab75bc5d08f30aa207243a6b32105f1f1820b","141.449387535085798453","No"
"0xfedabda425d8a5c8a0555f89af4d1674041b9635","141.427668379786188207","No"
"0x2bd0a65b7e0f5759ce21e380269a42b615e8ea15","141.173508710569584294","No"
"0x621776cdfb94f3a3f4681e95e468821715b00036","139.813772152873195616","No"
"0x83994f7ab59ba007bd5d6cab13d8820b508c1bc4","139.681235765044426551","No"
"0x0a591c55351ae0b214f80131266309270634de88","138.721507832534804375","No"
"0xd2df7bc5e98aa6e5f8d3a43efdc138a1f9a0fcb6","137.310749092160269231","No"
"0x93ab5a80125a3dab04dced7b96058bfe63730384","136.745177614051472686","No"
"0x0b2db4050ffbfd1374294583d68ee64617cc279f","136.67498780636863404","No"
"0x76b4b991d3ae570a2d0d04ed511e9779080c5340","135.858592820760795574","No"
"0x09c1f3e6ae1918b7d275e1ef4de1b3aeba674a4b","134.66517016255117244","No"
"0x088814aa47878c126c527cf61e40955f38305de3","134.451349902492034985","No"
"0x19bcb9b9d7ecd218469957eafa140731c693d9a9","134.079741626283312009","No"
"0xcfb92f65bf6bdfec0700da2370e5459c99c0c564","133.977910471439203484","No"
"0x4cadfe63af96404bcb3fbef877dc7aaf2593156d","132.398409401323568912","No"
"0x189968091a445c35d0ef4a1f64de6a36470aee65","131.100265386218533574","No"
"0x966f7460c949d5858ed3d34f3d40cecf6d6ebc6f","130.935412308467351311","No"
"0xe7d390083a5bd2fc100510bfd42308d6736581cb","130.396823312352296893","No"
"0xa567803ced69350e8379c82c869ef5acf56e1193","129.926084154518612848","No"
"0xfefe2b50ceff95df01fc580501d6be404b5b8af2","129.758455797736302802","No"
"0x0a14ad941ecd8042a8f2661fc1d929cc0be7a395","128.84882383009587663","No"
"0xa7f50f6ab1abd7b3cbd7d380a9d28c9f3f39bbb6","128.799314574812520514","No"
"0x0bceda01e142ba9f61592c2c770d02173ae22035","128.060298157798380449","No"
"0xea68d4a387bc3bc4ace8acccfea8182b2d02b5b8","126.869518095021463606","No"
"0x41d3ea0d6a64d603cb8c3ff710f05f546061cdde","126.597655997853505618","No"
"0xe171a04bd289b5e3fe825175af8e3be0f02a742b","125.816449702106849128","Yes"
"0xe6d41a6ecc72576f5463fd3c41a7580fe5783a2f","125.580079239561786915","No"
"0xa47dcc127bd2487b01477d8e381dced5de5e5033","123.230987775893247506","No"
"0x2f7d13c511db2eba233d7861257155aaf94d3606","123.172372773656606057","No"
"0x3ce87c09a9792b5e588f412ec68c753d008ead63","121.80790112177374371","No"
"0x55cba86a4421ac301d6481df0348c0a8a8467292","121.275251003299727237","No"
"0x9d4aa63d88727fe6c0c8ece9d67a5ad74ef8dbe1","121.257603389701710756","No"
